grid rho1 rho2 rho3 rho4 rho5 rho6 rho7 rho8 rho9 rho10 rho11 rho12 rho13 rho14 rho15 rho16 rho17 rho18 rho19 rho20 rho21 rho22 rho23 rho24 
0.305 0.173278186724132 0.5352855311853614 0.966390026563773 1.3307019222575984 1.5868760576744239 1.7510298630186 1.844771675013795 1.8877776421030477 1.8934401796196483 1.8723766182663502 1.8314435229348323 1.775325249450847 1.7075272131881654 1.6290286196064812 1.5415564881235722 1.4435491704243206 1.3354120281216204 1.2138173122898839 1.0778045611269023 0.9232918867719337 0.7483535744189739 0.5532830990860725 0.3371975894993863 0.12002234994913097 
0.31500000000000006 0.08885340912593707 0.3243315317541264 0.6662276185749534 1.0059716628977928 1.2811148508669656 1.4819087331642373 1.6199226418594628 1.707001413117283 1.755669283051875 1.7744065869115608 1.770657049097853 1.749227157013963 1.7134280472743353 1.6657975964544276 1.6064627749464222 1.5363967149331774 1.4530021721383282 1.3555763924344917 1.2388791058176511 1.0999538566164886 0.9307895135082659 0.7282165549739074 0.4852631183400926 0.20077027738157338 
0.325 0.04402246077468619 0.19188662662462955 0.44396547232068084 0.7370270511315931 1.006015555550065 1.2254030665635853 1.3924827075164965 1.5147368564791877 1.5990745342952508 1.6539371130203258 1.684768825134806 1.696951619952825 1.6937854109055863 1.6775478315676853 1.6498897725186035 1.6101119092414702 1.5582249209693613 1.4902652844414639 1.4036516747357037 1.290155908535821 1.1421094552854074 0.945408872373163 0.6888649482603214 0.3352498809205712 
0.335 0.022272118932212683 0.1099738852848343 0.28800775321177413 0.5246811501583271 0.7698593088375566 0.9892385570671705 1.1724461103041195 1.3179588019763382 1.43087383155984 1.5152167053746957 1.577024285535502 1.6198026908412673 1.6476408142025853 1.6627399939349616 1.6666696969301977 1.660274338792107 1.6420817279681328 1.6109337086825275 1.5609770485998307 1.4866683748994964 1.3741964040376968 1.2058216220299285 0.9572127307400577 0.5512596540341592 
0.345 0.010637534056335086 0.06268541435068307 0.1816314868240862 0.36346149087631513 0.5736864443242469 0.7807192156003797 0.9660937751270157 1.1252069071668769 1.2567636949536567 1.3646158764230867 1.4510646644868372 1.5207916985510137 1.576048980188697 1.6202351074111665 1.6547799671279284 1.6809383587469386 1.6988707318240668 1.7064876907555169 1.7013130545791775 1.674639047586236 1.616900008699912 1.5002902833338614 1.2934018240421967 0.8809888824102518 
0.35500000000000004 0.0055809681542604555 0.03448180208050298 0.1126207655459103 0.2457055958121265 0.4176585859808613 0.6018134105519005 0.780119566848685 0.9416848237271331 1.0844230987776897 1.207092027577471 1.3129346597097338 1.4032376077360418 1.482068723372004 1.5509143420483338 1.6130707114280451 1.669490850815917 1.7217150455275028 1.769387902242983 1.8103969374835365 1.8407409950211697 1.8478313687884453 1.814029581998483 1.687974615663424 1.350450813455615 
0.365 0.0024894429482105827 0.019417427681910744 0.06805169329087826 0.1624726073342289 0.2967171515624764 0.4542611825609632 0.6166563340981526 0.7736929067313492 0.9182768510860853 1.0497926158259716 1.1670646659314368 1.2731897099272935 1.368895451943643 1.458242600803279 1.5423351002012002 1.6250700905002056 1.707248460013958 1.7917365215139167 1.8780127020731934 1.9653799221037942 2.0494337565361587 2.111148254849234 2.114904516193996 1.9568467982482722 
0.37500000000000006 0.001488993859547795 0.010261194825216067 0.04095369878822666 0.10527815720194708 0.20675959729733379 0.3353050283980755 0.47830286376499553 0.6232778422781247 0.7644041744965161 0.8966658506405558 1.0204898560852151 1.1348093372521315 1.2429705843175927 1.34546206291035 1.4469473289460404 1.5484729685809344 1.6555092435200596 1.769128088253758 1.8953681198523502 2.034822281511733 2.1897696643892535 2.3647897730059997 2.525570744872494 2.6445441062809985 
0.38499999999999995 0.0005533722345829909 0.0059152778058881895 0.023882419977067908 0.06712127532841236 0.1408943018656072 0.24303037802961241 0.3634484537649153 0.4935473344951862 0.6246725622589103 0.7536627277115903 0.8767725724705728 0.9953153305108872 1.1083634615732003 1.219892570961278 1.3303608088444898 1.4457747480055205 1.567362078503506 1.7037234273596114 1.8566795215076881 2.038835586010161 2.2571211116947447 2.5185159063693776 2.8532532367391905 3.2927412411371164 
0.395 0.00046460230027445346 0.0029210765235628336 0.014186223529065066 0.04202681815811725 0.09466515929816612 0.1724975243191538 0.27159549621709156 0.3834616248661861 0.5025310403360618 0.6224901208236859 0.7419591437724457 0.8580056266497432 0.9728279987774529 1.085627508065655 1.2014421763205556 1.3207511965385568 1.4519439736314967 1.596389017478748 1.7685304892076654 1.9715865615059325 2.228263721290398 2.571952378912825 3.0324300099669825 3.74970563411551 
