grid rho1 rho2 rho3 rho4 rho5 rho6 rho7 rho8 rho9 rho10 rho11 rho12 rho13 rho14 rho15 rho16 rho17 rho18 rho19 rho20 rho21 rho22 rho23 rho24 
0.525 2.184786219126822e-7 -1.3391410079357374e-7 5.182564644361926e-7 2.2182774714329945e-8 1.258634947350415e-6 5.982139583173007e-6 5.61643888081359e-7 5.774566526003683e-6 4.946170128203656e-7 1.1510567928712037e-5 1.0616943504470483e-6 -9.5643297004077e-7 1.7989983098695705e-6 -2.707241099917171e-6 4.13805068084569e-6 0.006378853924809708 0.1845648124962692 1.2644789258240254 3.774528685161592 5.96395358680179 5.610259328544409 3.4734947090343296 1.5615025736913053 0.5499055049383587 
0.5349999999999999 -1.9639963045638142e-7 3.2615089117947124e-7 4.0024183706882654e-8 5.740258060766071e-7 5.756661080171064e-7 5.015692936937571e-7 7.865886766337139e-6 5.770558959708808e-7 9.239300241060174e-6 6.134694878609168e-7 2.6245612885712928e-5 3.174844339711314e-5 2.8524656030780304e-5 4.083481288290683e-5 3.375976268629212e-5 0.00010679292673475282 0.01449495852954793 0.34456698607481784 1.9345553107892755 4.739811295177565 6.229391150848243 4.982431736997066 2.72357448710538 1.1266696422546425 
0.545 2.717685313770313e-7 -1.0662024294320286e-7 4.573833305913759e-7 2.2119996144552394e-7 8.006912150123301e-7 4.097517942693507e-6 5.834431667395973e-7 9.28614967166683e-6 5.717132881043543e-7 1.5929015492516154e-5 2.550554402012614e-7 2.0817324249784372e-5 3.4456906002804447e-5 3.895684354477454e-5 5.416236423675183e-5 4.0463382457254365e-5 0.000231234982026908 0.03264363959257491 0.6203723171005995 2.809427177311396 5.6138517790610045 6.130654858173341 4.2051258248813435 2.0667584370843386 
0.555 -3.129758186556225e-7 4.982549057586452e-7 -1.408007739426339e-7 8.393464390318503e-7 3.6134782310174706e-6 6.711584423315688e-7 4.881851094293982e-6 5.703268010637252e-7 1.3200854039665264e-5 4.324526860308847e-7 1.5757285837323786e-5 2.864912257080632e-9 1.4948687411661318e-5 2.869653917506477e-5 3.7015366487549994e-5 5.097327031829482e-5 4.8452426348139996e-5 0.0003780957529613861 0.07232813253967643 1.0693728079956408 3.856419631647634 6.2521212907019095 5.6795616954590615 3.3918017198141235 
0.565 4.3574265784149246e-7 -2.4523926008153656e-7 6.35903279284835e-7 1.3981209206971774e-6 6.735730663173529e-7 4.345863583091864e-6 5.811681247358536e-7 7.380452541128134e-6 4.780209296917273e-7 1.8705180110378805e-5 9.624815927762598e-6 2.30665391774004e-5 6.27809693771672e-8 4.5442409709293974e-7 2.155584887019238e-7 5.858105836141145e-7 1.347712873071838e-6 3.039958489034489e-5 0.0004744530304104551 0.15627235545390541 1.752873839408933 4.9855796979754885 6.5235183875510945 4.957278337930684 
0.575 -2.728637064127598e-7 4.902996159246442e-7 -1.053643189407108e-7 5.861635090015967e-7 2.4557094267017127e-6 5.779839714421722e-7 6.034059534624765e-6 4.6130143578713284e-7 1.017060315881515e-5 2.548264646604764e-7 1.3794968764210044e-5 2.8949863199495725e-7 1.9910616020968113e-5 8.516730522645927e-7 5.855825040363208e-7 4.943458844748963e-7 2.9895511797334816e-6 -2.9596128500643942e-6 5.277017124942669e-5 0.00038065440349961677 0.3259094166994116 2.716340984667806 6.04955644457544 6.347415280539092 
0.5850000000000001 4.119701427652417e-7 -1.5111621002661998e-7 5.115171107348973e-7 -1.5814494791869269e-7 5.775938798996622e-7 4.784238165507336e-6 4.894894702430928e-7 7.0731312445260756e-6 2.1573462642232675e-7 1.182619147087742e-5 4.343607772614756e-7 1.92263892864911e-5 3.1243068038299196e-7 2.051783654181136e-6 -2.264861304101043e-6 5.54356056566604e-6 -1.9419751496338802e-6 3.520304484224421e-5 -1.6241171056034093e-6 4.8732114955483616e-5 1.0086488487319467e-6 0.6495114084177446 3.9619784054006133 6.86175341536098 
0.595 -1.3695806823713075e-7 4.595568989072688e-7 -1.170969849079509e-7 3.3246893044546855e-7 -1.447805669162151e-7 6.874818901584214e-7 5.215662220030205e-6 1.2739105513200934e-7 1.248610942245826e-5 3.417700488529728e-7 1.333292354874983e-5 5.272746835503772e-7 1.0181681133402884e-6 1.484706046333325e-6 -2.1342822783919487e-6 5.24873717726651e-6 9.042694279045243e-5 -2.391733700739078e-7 -1.655552565724876e-6 -1.4984732674312717e-6 1.0132061128249534e-6 -1.2227994224817129e-8 1.317302836678393 5.510561624202602 
0.605 8.913846528957325e-7 -3.8841992180000664e-7 5.054182149656519e-7 -8.880169959964027e-8 -3.6556538740139394e-7 9.323849803242687e-7 8.673996852235133e-6 2.205158192017384e-5 9.202883454752751e-8 1.4135821380249e-5 9.168061628991343e-7 -5.467735075576248e-7 3.698195626795041e-6 -1.5726935900979306e-6 1.045777622246842e-6 -1.7004841524692962e-7 3.975581698155602e-6 0.0006692883523490571 0.002419513284840553 0.008160202225533923 0.029184761749556122 0.11021183139083442 1.0888301024691849e-8 4.345240270538551 
0.6149999999999999 8.116543936086129e-7 5.901705113994668e-6 -1.939803581706232e-8 1.0317203405247211e-5 1.413493265204393e-5 -1.7316380089278487e-7 4.394148308048797e-7 4.0858183943375675e-7 3.223977954571117e-5 -3.6322415120125864e-7 6.964408728969002e-7 3.175046712306992e-7 2.6977510538960144e-6 0.00012609576061572373 0.0004370782647269435 0.0013356560148494712 0.00421933943011855 0.012080623899858752 0.035546673222481964 0.10585804834352389 0.312683798142915 0.8909872141308975 4.107558046741645 7.643239062138707 
0.6250000000000001 1.421341484959815e-6 -9.32491006001737e-8 1.693218785982155e-5 -3.797769354882798e-7 1.3873020834594216e-7 3.703567454511306e-5 1.0504679809510272e-5 -5.494043836193341e-7 1.1826431428781092e-6 9.661772030287574e-5 0.0001611944563258117 0.00029455335229535383 0.000776442995003711 0.0020160961413616765 0.005410170344883745 0.014558770843595397 0.03830537823849608 0.10190008636423573 0.27160897919109867 0.7223351716948953 1.9317694504669736 5.299650065951433 7.889153442343397 7.5457504656206185 
0.635 1.916654298467213e-6 1.4616069322974075e-5 -3.954072177591184e-7 4.522164822156325e-5 6.278941370904375e-5 -1.4916192828421868e-7 7.633211354842861e-5 0.00019249197932614572 0.00032067995523211166 0.0004616263557489348 0.0009982544024071953 0.0025492164527148964 0.006330554282437133 0.01564537948060278 0.03834646277691974 0.09322683824933051 0.22684624021772942 0.5474561419926013 1.2993487090556748 2.9843459117338083 6.162510443220121 7.809912791385484 6.970042082944017 5.939597831348506 
0.645 3.1609238406414553e-6 -4.4579806182274903e-7 4.2841270147462836e-5 -1.0538168152452072e-6 9.974588779395298e-7 0.00024488483262744085 0.00043204903113065697 0.0006509016748209077 0.0012195519293069159 0.002895137914695541 0.006922484427700605 0.01603547178949421 0.03679460615718013 0.08374935103329254 0.18922731508115312 0.42397653212131736 0.9317086344531798 1.979457896575087 3.9406455781777594 6.696923163504727 7.5127526310300645 6.402967311320938 5.4340153202856865 4.269199495984292 
0.6549999999999999 2.7542593864469944e-6 2.979060396407886e-5 4.4369200644014256e-5 0.00024040513109563648 0.0006012328572666372 0.0008462842943648356 0.0014566167135038593 0.003148344389559217 0.0072115842806788 0.01598929111110908 0.03467254791178383 0.0746051035129801 0.15917028716387283 0.33588788427466765 0.6968781052680912 1.4033698748801238 2.692113833399435 4.731868593234374 6.942661516171671 7.089267685920773 5.876397401665986 4.983944727288847 3.860689056606189 2.7379952911769285 
0.665 0.00013653587129736295 0.00025446182279201864 0.0006173937604862833 0.001087576518150142 0.0016796969303972827 0.0033678445875683907 0.00731043273659057 0.015619222640666609 0.03241318232848576 0.06640452710635285 0.13504794061108258 0.27164141420275123 0.5376925391812911 1.038447061919055 1.929258841303514 3.374379050590874 5.326760235901197 6.958035551485018 6.608930108401519 5.402631334338313 4.579076544994316 3.48716134055942 2.4336238676108923 1.5733763206663853 
0.675 0.0005669122938311579 0.0011774433163872378 0.0019890826830406823 0.0035372400272825613 0.007324933122596186 0.015060099052258483 0.030146621382770036 0.05928286847975301 0.11562079959828925 0.2234200585446373 0.4254032237704003 0.79294824889969 1.4327321209916506 2.4718773152307514 3.9788739561983357 5.723711588170275 6.804877449474539 6.11930336972143 4.982135735692656 4.20963044976632 3.1433603804719983 2.1583053614867715 1.3745156075479261 0.8104616590566321 
0.6849999999999999 0.002166865233934191 0.0038388618173970874 0.007264616346492963 0.014453241449879809 0.027953620575910488 0.05311207065607466 0.09990721066865227 0.1864027818058331 0.34342790795566347 0.6209797597731428 1.094037592703882 1.8582718434663241 2.9960341792249814 4.476289382153448 5.940888682889325 6.5393711685954 5.649536648479072 4.609141929448541 3.867555881039189 2.825846761269543 1.9095235296015307 1.197951879465045 0.6958798556592647 0.37439587119655415 
0.695 0.007407246684714449 0.013807407414260316 0.025937272798316605 0.04772804032966273 0.08705237160735751 0.15750066989837797 0.2819084889245511 0.49646435731941513 0.854951236481672 1.4287493580764188 2.2918096657300544 3.473235992199835 4.854024752146308 6.007118472274075 6.20766381278788 5.214863620115617 4.275327641790059 3.546894764176408 2.5324776092171204 1.6852104712588494 1.041540556438586 0.5960528312155863 0.31596897964233434 0.15501869676908955 
0.7050000000000001 0.02404176745367931 0.04304487666441416 0.07635461356054683 0.13455932310703012 0.23474852605089536 0.40380874323907906 0.6812629969275911 1.1204225382038246 1.7822101537138795 2.711516864361335 3.883723556993483 5.112712944737927 5.9548322325647876 5.844751591028861 4.820863338024912 3.9720492688485183 3.24369585904808 2.2619425753334004 1.4835362922669248 0.9032886090808998 0.5091043050046613 0.26503329774181816 0.12343105649453255 0.0532424493732342 
0.715 0.06730768996147328 0.11600154186159782 0.19794264887052943 0.33334107531902757 0.5519370003623655 0.8940020089759104 1.4079987812902401 2.1389052672106947 3.0992422142745117 4.216590455611971 5.26208217481511 5.815341987278657 5.475266463391649 4.466963214961495 3.6915756528488184 2.9557105706764495 2.0133889440748303 1.3027876067606208 0.7813528792676052 0.43346985354193285 0.22108698297984272 0.09886253281334947 0.039861160567967666 0.01778341552974537 
0.725 0.16874602476062628 0.27879273488316964 0.4536476628661883 0.7242536273230585 1.1287900333199752 1.7069886754176236 2.4843970390091368 3.4416798876130015 4.468643659194897 5.317103023386154 5.616153216265195 5.115147604432066 4.1490807123626965 3.427673800652232 2.682002510802159 1.7861435004430528 1.1413085073919804 0.6740419146760243 0.367826115843857 0.18352674452637457 0.0793249517463593 0.029494648045810378 0.014895252653476451 0.008150006811596944 
0.7349999999999999 0.3776546860689736 0.5946548533448454 0.9170959896862672 1.3783700705252266 2.0065745959408896 2.806533313938322 3.730603568811161 4.642644523981205 5.29489501526178 5.379798101822483 4.773553728692157 3.8614955547748715 3.175790960805607 2.4225464474171887 1.5795251794798415 0.9974815084595196 0.5798133218672221 0.31102328975485966 0.15166781287073275 0.06357686326896637 0.021838688036237165 0.011264925678879448 0.009464790721624115 0.0037852363823576846 
0.7450000000000001 0.7541437553768134 1.1255899434170338 1.6348731754315733 2.2967770378388193 3.096105831922426 3.9624336896462102 4.745418718161557 5.21252180262755 5.1236698890547325 4.454666312738153 3.5981076775850704 2.93299382772879 2.177859644328999 1.3927356924934786 0.869731619397118 0.4972675387970934 0.26204250596278106 0.12481731353291971 0.0508302221993192 0.016277990675281004 0.007829192682896804 0.009235721588934237 0.005990928537285417 0.0014201252147082871 
0.755 1.3441006502358837 1.8905095381845083 2.5691351887386578 3.34702676153898 4.137418384823902 4.786143238738454 5.0856006736995605 4.860435032567815 4.1592306092474995 3.3532341912135104 2.6977682397257365 1.948689252946418 1.2248122088798874 0.7565416196954463 0.42513952126508636 0.21997077698795714 0.1023193058866897 0.040527688804125335 0.012215531244336901 0.005085356537166399 0.007937679149711344 0.007458868267618511 0.0030146479486476557 0.00043669642082648855 
0.7649999999999999 2.1381407555441307 2.817092552905383 3.5561429837014673 4.258663398379186 4.774962217956564 4.927561432885366 4.598721752029164 3.8857959354278 3.122071817921265 2.46974626212571 1.7357671922097848 1.074625627370415 0.6564704408597433 0.3622890447298877 0.18398529880924605 0.0835726856638453 0.03223204472857827 0.009205039336037312 0.0031487811109879964 0.006144305513486065 0.0079130238243727 0.004781519955332839 0.0012090752843615764 0.0001237680544557626 
0.7749999999999999 3.036116070288696 3.7228188629898504 4.3311789448810245 4.721971404670024 4.749371893872938 4.343893108076534 3.6316735381207117 2.9009206161476073 2.2494052812188574 1.5396354245899504 0.9409089698572441 0.5681697370367053 0.3076900745858673 0.15334250633256657 0.06803572700119233 0.025581689681213007 0.0069466116545432825 0.0018973727838400914 0.004353145642594942 0.00740344428722178 0.006259662016670255 0.0024120287667980453 0.0004182706953959059 3.095957420776174e-5 
0.785 3.848406116866915 4.361044975222785 4.636543618136974 4.559568118085554 4.098795870543995 3.3936518546511736 2.6872390035987332 2.037770015192528 1.3605383031759972 0.822302572677202 0.4903959648743114 0.2604196742433648 0.12736994308098337 0.05522551498837805 0.020273045217665757 0.0052405336891660995 0.0011306144321444108 0.0028757900621910297 0.006215705445432318 0.00708509372620101 0.0038791595250817212 0.0010103054269720683 0.0001264072794006886 8.47785929757039e-6 
0.795 4.354741438186675 4.5269350443049685 4.364463382888875 3.8644324419808496 3.1685118718125285 2.479581311448441 1.836139241869808 1.1983741382161321 0.7174054613795439 0.42201686153272117 0.21964702368194663 0.10546008571801495 0.04471557391907588 0.01605168352833198 0.003948388364232933 0.0006705073360895562 0.0018187909430996026 0.004732915694486382 0.007106996091761804 0.005298918001501833 0.001955524235780319 0.000360117214457268 3.700151032801427e-5 3.4159106086263658e-6 
0.8049999999999999 4.400103615088001 4.168446760243662 3.6405368783696925 2.953380196307516 2.277456474635814 1.6458522636031208 1.052695160428993 0.6248250375144233 0.36201242662920863 0.1846231826635447 0.08706544790329919 0.03613263721604812 0.012705946051369457 0.0029698657994049315 0.00039377555195382885 0.0011415996966203032 0.0032988819421683573 0.006407056703940095 0.006331944533364588 0.0031910022516204624 0.0008202071690908974 0.00011622375535600207 1.4939440129424497e-5 4.007675795912602e-6 
0.815 3.974313490929509 3.426053936341549 2.745950419025252 2.081138306346584 1.4681043346069202 0.9227435074959217 0.5432200233275909 0.3094712717072871 0.1546717724873456 0.07169444655077827 0.029153025638246073 0.010061337035899981 0.0022300713374410162 0.0002254411529188042 0.0007410768940088047 0.002129031047317948 0.005235753601611631 0.006739012024893805 0.004518722438721576 0.0015741520451980663 0.0002981499421318527 4.094406996562813e-5 6.9953981341949745e-6 -8.306944622622769e-7 
0.8250000000000001 3.2195277647112124 2.544597293243584 1.8914523179425942 1.3038150305663079 0.8075108033407851 0.4713339331798051 0.26358328466597836 0.12918074654003198 0.05890798837092505 0.023498786201244695 0.007975210374371782 0.0016722183831671504 0.00012249038678470783 0.0005146117846119725 0.0012933065076070095 0.003903204522981169 0.006459511715031958 0.005657408826162565 0.0026180062801228407 0.0006537940907886362 0.00010377309776774327 1.4539234121074135e-5 -9.67096716771032e-7 9.324323637857623e-7 
0.835 2.348404113594746 1.7095597218737237 1.1535489627668432 0.7058099336247443 0.4080180158412638 0.22362982853324304 0.10759563305864592 0.04831640926621751 0.0189333493947905 0.006331807649441034 0.0012530782998690804 6.048079519119405e-5 0.00038690182213433656 0.0007570077059755424 0.0026723625480575518 0.005615142892256061 0.0063417169601008225 0.0038382215837673254 0.0012533663857526578 0.0002430856059392958 3.573095739145549e-5 -8.013452142303923e-7 -9.04990786476656e-7 -2.508358825335788e-7 
0.845 1.536755488853223 1.0174842630035144 0.6163492782954954 0.35224418301340216 0.18897280717812154 0.08941395336428946 0.03957620055487572 0.01525713023004375 0.005038073656864379 0.0009398843905438024 2.5151107729565886e-5 0.00031143941765700983 0.00044048563121526496 0.001695651122759264 0.004447493617812728 0.006418707122697077 0.005019279885406895 0.0021280539812306223 0.0005164967090161635 8.641029921405835e-5 4.366453687596611e-6 -9.80148042329515e-7 3.492430402166069e-7 -2.4390000947713264e-7 
0.8549999999999999 0.8954213358791627 0.5378021953460574 0.303109090853707 0.15904332040976413 0.07418069159768302 0.03238700395429479 0.012303743839713315 0.004020297848641476 0.0007079650815440281 7.664292826390848e-6 0.0002624836927877811 0.0002641128813453235 0.0010103051725047878 0.0032230223481127113 0.005897625672318836 0.005905244342723631 0.0032278259065002257 0.0009897711562920596 0.0001947815299262537 1.968398055446005e-5 -1.309053758013351e-6 -4.765006680028383e-7 -1.3230157777915225e-6 4.837088240366993e-7 
0.8650000000000001 0.46886666534205523 0.25983090523828284 0.1333309433792388 0.06148489423019733 0.026488609146732005 0.009935513595229605 0.0032208774842649394 0.0005400640164319147 2.8956403693661953e-6 0.0002268101461450501 0.00016828002493913044 0.0005759262992843794 0.002148139446920931 0.00493545486646603 0.006288938304960939 0.004402163790464056 0.0017130859441049327 0.0004048300004314345 5.446682305020739e-5 -1.001015615450379e-6 -8.480130714826062e-7 -1.0174104649908478e-6 2.3420247988788917e-6 2.9566919442294837e-8 
0.875 0.22174083139372847 0.11137413134873213 0.05095674268020124 0.021657519808557367 0.00803902581331486 0.002592776022698317 0.000419055017191524 2.824343570606222e-6 0.0001960557916237584 0.0001153797348018605 0.00032212449414458985 0.0013271132772385563 0.0037702679086434356 0.006086702644166921 0.005426222582730067 0.0026826903961196455 0.000776134490089106 0.00013378494866100876 7.418387133230342e-6 -1.0036551992276266e-6 5.605338047887098e-7 1.9187453255582743e-6 -1.6624992810361505e-6 1.4223711269998468e-6 
0.8849999999999999 0.09275203840407656 0.04226533256793696 0.017703744238632517 0.00652180933149709 0.0020977301006500255 0.0003312859369381752 4.276399936595232e-6 0.00016819979572670757 8.491225048350842e-5 0.00018220442470455456 0.0007692344622544159 0.002635281021121181 0.0053651779544625945 0.006069493170689222 0.0038082310335857752 0.001367509469344351 0.00029270817068780333 3.204736626349902e-5 -1.149809611845215e-6 1.7425234504452047e-6 -4.342163231838697e-7 -1.4775523660918305e-6 8.506410026235325e-6 4.0964268500746914e-7 
0.8949999999999999 0.03511643331748321 0.014467224568345642 0.005308944769181253 0.0017068731676172198 0.00027095266923716187 1.0417226045276659e-5 0.00014409679242916203 6.634617602955042e-5 0.00010744577612509937 0.0004260714352774704 0.001691475559439156 0.004310560005757556 0.006177336138506705 0.004910083051523975 0.002206681174787839 0.0005811839053359441 8.87998301868885e-5 -1.2335959487415338e-6 1.7769838604048127e-6 -5.782451292530438e-7 9.762042955073491e-6 1.532486918693135e-5 -3.8560348070842965e-6 4.955013734216085e-6 
0.905 0.011814841821086155 0.0043402419926190285 0.0013976963763547012 0.0002317570593413608 1.9190717594382012e-5 0.00012126139890666215 5.3575077130782814e-5 6.733320385751002e-5 0.0002315903159150895 0.0010032914423091163 0.0031569822589513387 0.005727623204167774 0.005760383826689322 0.0032552824092181576 0.0010579813525170116 0.00020037015327611235 -9.71171849883934e-7 -1.6354230194907948e-6 -6.586977736259408e-7 2.655536967717531e-5 1.1510238860906047e-5 -3.2018327364869564e-6 3.6351249936214525e-5 1.0975629989064262e-6 
0.915 0.0035676318967879563 0.00115274437400021 0.0002089370642221599 2.9695438717248016e-5 9.908993976511654e-5 4.3538262476479e-5 4.460405509569901e-5 0.00012779650190248085 0.0005560341830296647 0.0021078396918445055 0.004837231306936349 0.006156676716130918 0.004385329030528063 0.0017717226486141033 0.0004131274820350604 2.0884220750319593e-5 -1.7355162670699975e-6 -6.216161392916253e-7 4.7092357567017976e-5 6.139651073135133e-6 -2.9951575256006308e-6 6.412688106490969e-5 -1.7360041054421266e-6 3.1066920015265093e-6 
0.9249999999999999 0.0009581006819028241 0.00019865534686626558 4.116817350842579e-5 7.727616368911547e-5 3.480786521367282e-5 3.059718330740077e-5 7.390795212208062e-5 0.00029350149771565845 0.0012839164052579413 0.003716277576521279 0.005996093961214283 0.0053920929442705795 0.0027264459222835907 0.00078453697374423 8.393518203028e-5 2.0057076551699415e-6 -7.246938684996734e-7 7.129958805819278e-5 1.6982920565070808e-6 -2.9244069711404502e-6 8.935529144430375e-5 -1.4482129029845525e-6 1.777300200379861e-5 8.634036934192235e-7 
0.9349999999999999 0.00019796037174684214 5.29389763991462e-5 5.562801903978738e-5 2.6702958022322906e-5 2.1213757575491016e-5 4.526659898610938e-5 0.000152314732339634 0.0007148428883893901 0.0025919849936905694 0.005315372541420983 0.006048899207629008 0.003847002336996013 0.0013751712270445964 0.00022297181125818452 1.6619422363046282e-5 -9.340824249064877e-7 0.00010090816837025028 1.6191695990062926e-6 -2.6722084927634226e-6 0.0001126990028580549 -1.3099352286910504e-6 2.9542594959220368e-5 -8.102510526018444e-7 1.9748198495754543e-6 
0.9450000000000001 6.462651886618084e-5 3.425697996549057e-5 1.8950485488038876e-5 1.4457550970813082e-5 2.8700397139511807e-5 8.123516763705249e-5 0.0003653674607252168 0.0016372626123708177 0.004278059598652323 0.006185095914147155 0.004966754585923952 0.002222623113008835 0.0004906723671578225 5.708297916642846e-5 -1.2277331924541446e-6 0.00013243268806670955 1.583598637335329e-6 -2.691113369082329e-6 0.0001360267330942702 -1.216429370643271e-6 4.1177860756781703e-5 -6.593688573440504e-7 1.0649031481060542e-5 6.067437448298296e-7 
0.955 1.347924423016067e-5 1.1273126385505372e-5 9.23914372941842e-6 1.798777631333362e-5 4.6278052758409044e-5 0.00017310714664001137 0.000933986336204562 0.003114174773664099 0.005752308313282731 0.00585689516954483 0.003302868390231504 0.000952582672455668 0.00014894966432962842 -1.5375390228795222e-6 0.0001639701034177217 1.5491003802631242e-6 -2.8383139341441044e-6 0.00015924769054863688 -1.1712392603956817e-6 5.361095122473434e-5 -5.591345267862147e-7 1.754853185334526e-5 -3.7999773306283957e-7 1.3677144911853484e-6 
0.965 4.048015180262848e-6 4.916858103174229e-6 1.0525976844484586e-5 2.802204896153529e-5 7.766326077232252e-5 0.0004794265265062325 0.002039987173790749 0.004847437871595937 0.006295190615230456 0.004498879152485449 0.0016686448102422487 0.0003292336614164719 -1.4616675840170568e-6 0.0001938762638791034 1.5638750813003893e-6 -3.1298471537145184e-6 0.00018401344665814473 -1.1537314917667296e-6 6.60793720133222e-5 -4.966727712267527e-7 2.486996205496462e-5 -2.7589617522007226e-7 7.399169600695414e-6 4.686906579422917e-7 
0.9749999999999999 1.1928799145081298e-6 5.2770306211563645e-6 1.6794772364579075e-5 3.418384820702905e-5 0.00022039356193052223 0.0011946827858324086 0.0036800536770823997 0.006147465243930804 0.005602394256123012 0.002662351645983923 0.000655068344654515 1.4039955201043675e-5 0.00022594203714075035 1.8418106402864898e-6 -3.6105441102163294e-6 0.00021148099457403598 -1.1683847921280244e-6 7.855444199135562e-5 -4.6769005326505186e-7 3.247773557250432e-5 -1.8649948519116472e-7 1.250724654378553e-5 -1.7879294256055445e-7 1.0818222509652309e-6 
0.9850000000000001 9.921162246774584e-7 8.363064220567179e-6 1.4922494428765837e-5 9.036925368742163e-5 0.0006196872658865288 0.002496925188396129 0.005425592476328983 0.006358955869330794 0.0038800341843590186 0.0012120317357404257 9.050347383543836e-5 0.00027002771922162404 2.384309117199959e-6 -4.0559786836872475e-6 0.00024186685193897106 -1.2133671206671082e-6 9.095270847401127e-5 -4.484282713386467e-7 4.039501918123335e-5 -1.231318687419311e-7 1.748355979990261e-5 -6.752555522116649e-8 6.286137678608843e-6 4.4089777631768634e-7 
0.995 1.832703182529788e-6 5.4648285701362764e-6 3.3210169293751424e-5 0.00028038091214790256 0.0014979443054623405 0.0042924974053575385 0.006551298474823802 0.005159108617907356 0.0020686471123639028 0.0002729850886402062 0.0003273779354902046 2.762732072367907e-6 -4.1803173026887935e-6 0.0002751005698068158 -1.250498076832765e-6 0.00010332834655952909 -4.367594380345202e-7 4.840881235477698e-5 -7.839169376567395e-8 2.2887992740569085e-5 3.287764432447285e-8 1.0718129016284474e-5 4.609004356555951e-8 8.006430283515054e-7 
